question,evaluation,word_tokens,sentiment
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation B,hoofed,NA
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation B,mammals,NA
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation B,hoofed,NA
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation B,mammals,NA
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation B,ungulates,NA
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation B,type,NA
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation B,prehistoric,NA
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation B,hoofed,NA
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation B,mammal,NA
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation B,ungulates,NA
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation B,hoofed,NA
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation B,animals,NA
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation B,sheep,NA
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation B,deer,NA
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation B,ungulates,NA
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation B,hoofed,NA
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation B,mammals,NA
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation B,past,NA
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation B,predators,NA
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation B,commonly,NA
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation B,associate,NA
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation B,ungulates,NA
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation B,prey,NA
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation B,ungulates,NA
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation B,family,NA
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation B,mammals,NA
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation B,hoofed,NA
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation B,feet,NA
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation B,ungulates,NA
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation B,hoofed,NA
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation B,mammals,NA
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation B,typically,NA
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation B,prey,NA
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation B,ancestors,NA
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation B,modern,positive
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation B,relatives,NA
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation B,predators,NA
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation B,hoofed,NA
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation B,mammals,NA
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation B,based,NA
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation B,text,NA
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation B,appears,NA
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation B,ungulates,NA
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation B,mammals,NA
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation B,hooves,NA
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation B,ungulates,NA
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation B,animals,NA
Killers w/ hooves 4: Can you try to explain/guess what ungulates are based on the text and/or prior knowledge?,Evaluation B,hooves,NA
A cooling climate 4: Is there any additional information that you'd like to see in this label?,Evaluation B,impact,NA
A cooling climate 4: Is there any additional information that you'd like to see in this label?,Evaluation B,life,NA
A cooling climate 4: Is there any additional information that you'd like to see in this label?,Evaluation B,earth,NA
A cooling climate 4: Is there any additional information that you'd like to see in this label?,Evaluation B,colder,NA
A cooling climate 4: Is there any additional information that you'd like to see in this label?,Evaluation B,happened,NA
A cooling climate 4: Is there any additional information that you'd like to see in this label?,Evaluation B,phenomenon,NA
